id_jugador,id_club
62121,985
62415,12
62415,276
62415,416
62415,683
62415,703
62642,405
62688,873
62713,276
62713,410
62713,430
62713,1023
62716,430
62751,800
63056,331
63186,416
63186,1025
63186,1050
63200,1237
63342,234
63463,13
63463,940
63463,1049
63531,46
63531,410
63531,416
63531,506
64000,368
64000,683
64126,58
64134,940
64134,3631
64134,3711
64313,762
64339,13
64339,294
64339,714
64339,1075
64399,873
64399,940
64399,1049
64399,3709
64545,367
64590,336
64590,449
64793,6195
65230,131
65230,69261
65278,12
65278,131
65278,398
65278,631
65331,1049
65331,2497
65331,3368
65331,3709
65781,826
66100,131
66100,631
66100,1049
66100,12321
66106,150
66106,418
66106,681
66106,1049
66106,2407
66112,13
66112,12321
66219,148
66521,5
66521,4035
66736,58
66736,189
66736,610
66736,1108
66736,1531
66736,7633
66923,703
66934,58
66934,379
66934,703
66934,873
67063,11
67063,985
67063,1237
67082,13
67082,368
67082,3709
67420,11
67420,399
67546,13
67546,367
67548,367
67548,3368
67685,24
67685,3711
67864,210
67864,336
67864,398
67864,1023
67886,210
67886,614
67917,210
67920,221
67920,368
67920,2462
68033,24
68275,1075
68275,2282
68290,131
68290,221
68290,583
68306,5
68306,800
68390,29
68410,265
68410,683
68410,703
68645,46
68645,131
68645,150
68645,1049
68645,1237
68727,210
68727,221
68863,46
68863,141
68863,583
68864,12
68864,244
68864,383
69006,29
69006,162
69015,16
69015,379
69374,12
69374,46
69374,416
69374,430
69400,1023
69609,150
69609,714
69633,46
69633,148
69633,610
69633,985
69633,1148
69646,410
69646,449
69660,331
69660,621
69660,12321
69751,131
69751,1049
69751,69261
69819,368
69819,3368
69819,3709
70243,16
70243,23826
70245,11
70245,3368
70245,3709
70245,12321
70280,18
70285,60
70411,276
70580,46
70689,1025
70934,131
70934,281
70934,294
70934,368
70934,940
70950,367
70950,379
70950,762
70950,826
71019,5
71271,31
71271,150
71271,379
71292,31
71292,703
71292,762
71433,3711
71433,4035
71548,367
71548,714
71570,13
71570,621
71570,1049
71608,209
72047,31
72047,368
72047,940
72441,12
72441,800
72457,82
72462,234
72462,383
72476,11
72476,15
72476,931
72479,12
72479,237
72479,273
72479,1041
72522,18
72522,131
72522,368
72522,383
72522,720
72522,762
72653,189
72653,199
72653,610
72768,273
72768,294
72768,703
72772,141
72772,720
72772,1075
72857,273
72857,336
72857,418
73067,281
73067,399
73090,46
73092,46
73092,995
73092,1025
73097,416
73097,6195
73185,11
73185,367
73185,379
73185,383
73185,1108
73185,1531
73250,1050
73250,1531
73396,11
73396,417
73396,6195
73457,800
73460,2462
73491,405
73491,631
73491,985
73517,368
73517,405
73517,989
73517,23826
73547,931
73547,1237
73564,1237
73623,189
73623,449
73636,683
73636,714
73636,1050
73636,1108
73734,12
73734,141
73734,273
73734,368
73782,16
73794,410
73794,416
73794,800
73794,6195
73846,148
73846,265
73852,336
73926,46
73926,276
73926,398
73926,410
73926,430
74089,69261
74223,11
74223,379
74223,989
74228,131
74228,12321
74229,13
74230,336
74230,368
74230,418
74230,543
74230,583
74230,3709
74294,336
74294,368
74294,610
74297,367
74297,368
74297,398
74297,631
74297,826
74297,931
74300,58
74300,683
74300,873
74418,13
74418,720
74557,367
74557,714
74567,614
74567,1023
74590,148
74590,410
74605,720
74605,2462
74621,294
74621,2407
74621,4035
74641,36
74641,449
74667,150
74667,1049
74667,2407
74683,12
74683,273
74683,294
74683,631
74683,985
74683,1041
74758,210
74758,221
74758,614
74758,2462
74776,141
74789,2462
74810,281
74810,1148
74842,16
74842,24
74842,27
74842,383
74857,18
74857,131
74869,11
74869,60
74869,995
74869,1049
74869,1050
74943,5
74943,449
74960,762
74960,985
75035,294
75035,683
75035,4035
75067,399
75127,189
75296,336
75435,210
75435,1023
75442,13
75442,189
75442,294
75442,1075
75442,1082
75458,12
75458,29
75458,405
75471,29
75471,58
75471,336
